CASE_T,DISTRICT,CASE_F,BUILD_NAME,LOCATION,LANDA,LANDA_Z,SDATE,SCNT,TRANS_TARGET,SBUILD,TBUILD,BUITYPE,PBUILD,MBUILD,FDATE,FAREA,BUILD_R,BUILD_L,BUILD_B,BUILD_P,RULE,BUILD_C,TPRICE,UPRICE,UPNOTE,PARKTYPE,PAREA,PPRICE,ELEVATOR,MB_AREA,SB_AREA,PU_AREA,RMNOTE,RENT_TYPE,RENT_PERIOD,MANAGE,RENT_SERVICE
買賣,萬華區,車位,,開封街二段64號等共有部分,0,,1130312,土地:0建物:1車位:1,,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,十四層,十五層,屋頂突出物,騎樓,地下一層,地下二層,地下三層,地下四層,地下五層",015,,見其他登記事項,鋼筋混凝土造,1141222,8.5,,,,無,,,220,0,-,升降平面1,8.5,220,有,,,,僅車位交易。預售屋、或土地及建物分件登記案件。,,,,
買賣,萬華區,房地(土地+建物),,艋舺大道198號二樓,3.77,,1150225,土地:1建物:1車位:,,二層,,大樓(11層含以上有電梯),見其他登記事項,,,19.32,2,2,1,有,,,1440,74.53,否,,0,0,有,,,,預售屋、或土地及建物分件登記案件。,,,,
租賃,士林區,房屋,,社子街112巷17弄1號三樓,0,,1150503,土地:建物:車位:房間個數:1,,三層,003,公寓(無電梯),住家用,,,4,4,0,4,有,無,冷氣1台、熱水器、洗衣機、冰箱、傢俱,1,3250,否,,0,0,,,,,租金：含下列其他衍生費用：網路費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,分租套房,115/05/05至116/05/04,無,一般代管
買賣,北投區,房地(土地+建物),,新興路8號,9.68,,1150504,土地:1建物:1車位:,,"一層,二層",,透天厝,住家用,,,14.46,1,1,2,有,,,1160,0,-,,0,0,無,,,,,,,,
租賃,中山區,房屋,,松江路100巷14號四樓,0,,1150501,土地:建物:車位:房間個數:1,,四層,006,華廈(10層含以下有電梯),住家用,,,12.28,6,0,6,有,有,冷氣1台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路、傢俱,3,2809.45,否,,0,0,,,,,租金：含下列其他衍生費用：管理費、網路費、其他-第四台費用，含稅。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,分租套房,115/05/01至117/05/31,有,無
買賣,內湖區,房地(土地+建物),,環山路二段26巷3號五樓,9.53,,1150507,土地:2建物:1車位:,,五層,,公寓(5樓含以下無電梯),住家用,,,35.18,3,2,2,有,,,500,14.21,否,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,,,,
租賃,大安區,房屋,,和平東路一段188巷1號八樓之1,0,,1150507,土地:建物:1車位:房間個數:,,八層,010,華廈(10層含以下有電梯),住家用,,,19.05,1,1,1,有,有,洗衣機,6,2939.63,否,,0,0,,,,,,整棟(戶)出租,115/05/10至116/11/09,有,無
租賃,大安區,房屋,,辛亥路三段157巷2號三樓,0,,1150506,土地:建物:1車位:房間個數:,,三層,004,公寓(無電梯),,,,28.68,3,2,1,有,無,熱水器、瓦斯或天然氣,3,906.56,否,,0,0,,,,,承租人：多人共同承租，共2人。,整棟(戶)出租,115/05/30至116/05/29,無,社會住宅代管
租賃,中山區,房屋,,中山北路二段62巷17號二樓,0,,1150504,土地:建物:車位:房間個數:1,,二層,004,公寓(無電梯),住家用,,,8,2,0,1,有,無,冷氣1台、熱水器、洗衣機、電視機、冰箱、網路、傢俱,2,1875,否,,0,0,,,,,,分租套房,115/05/05至116/05/04,無,無
租賃,士林區,房屋+車位,,中山北路六段157巷11號十二樓之3,0,,1150501,土地:建物:1車位:1房間個數:,,十二層,015,住宅大樓(11層含以上有電梯),見其他登記事項,,,43.46,2,2,1,有,有,冷氣3台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路、傢俱,6,1895.42,否,坡道平面1,12.86,6000,,,,,其他：續租案件。,整棟(戶)出租,115/05/01至117/04/30,有,無
買賣,中山區,房地(土地+建物)+車位,,敬業二路69巷6號四樓,6.77,,1150410,土地:1建物:1車位:1,,四層,,華廈(10層含以下有電梯),商業用,,,29.12,3,2,2,有,,,3508,120.47,是,坡道機械1,0,0,有,,,,,,,,
買賣,南港區,房地(土地+建物),,興華路114巷12號三樓,3.72,,1150327,土地:5建物:1車位:,,三層,,公寓(5樓含以下無電梯),住家用,,,12.84,3,1,1,有,,,800,62.31,否,,0,0,無,,,,建築物含有：陽台外推。,,,,
租賃,大安區,房屋,,浦城街1號四樓,0,,1140831,土地:建物:車位:房間個數:6,,四層,005,公寓(無電梯),住家用,,,2,6,1,4,有,無,冷氣1台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路、傢俱,1,3900,否,,0,0,,,,,租金：含下列其他衍生費用：網路費、其他-清潔費。,分租雅房,114/09/01至115/09/01,無,一般轉租
租賃,大安區,房屋,,和平東路二段84號、84之1號,0,,1150506,土地:建物:車位:房間個數:1,,見其他登記事項,003,透天厝,,,,3,6,2,3,有,無,冷氣1台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路、傢俱,1,0,-,,0,0,,,,,租金：含下列其他衍生費用：水費、瓦斯費、網路費。,分租雅房,115/05/07至115/11/06,無,一般轉租
租賃,內湖區,房屋,,康寧路三段99巷10弄2號二樓,0,,1150505,土地:建物:1車位:房間個數:,,二層,005,公寓(無電梯),住家用,,,29.39,3,1,2,有,無,冷氣2台、熱水器、洗衣機、電視機、瓦斯或天然氣、傢俱,3,850.63,否,,0,0,,,,,其他：續租案件。,整棟(戶)出租,115/05/25至116/08/22,無,社會住宅包租轉租
買賣,中山區,房地(土地+建物)+車位,,林森北路308號八樓之6,2.29,,1150415,土地:1建物:1車位:1,,八層,,大樓(11層含以上有電梯),住家用,,,29.53,,,,無,,,1980,76.72,否,其他1,6.33,200,有,,,,,,,,
買賣,內湖區,土地,,碧湖段三小段0241-0000地號,81.22,,1150518,土地:1建物:0車位:,,,,,,,,0,,,,無,,,2702,33.27,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。115年度臺北市政府以容積代金基金採購私有公共設施保留地之交易,,,,
租賃,中山區,房屋,,長春路130之2號,0,,1150501,土地:建物:1車位:房間個數:,,三層,004,公寓(無電梯),住家用,,,32.58,4,1,3,有,無,冷氣3台、熱水器、電視機、冰箱、傢俱,4,1335.79,否,,0,0,,,,,租賃標的：租賃期間有約定不同租金-115年05月01日至116年01月31日，每月租金43520元;116年02月01日至118年01月31日，每月租金44241元。,整棟(戶)出租,115/05/01至118/01/31,無,一般轉租
買賣,中正區,房地(土地+建物)+車位,,漢口街一段57號十三樓之5,4.27,,1150429,土地:1建物:1車位:1,,十三層,,大樓(11層含以上有電梯),見其他登記事項,,,58.54,4,2,2,有,,,6970,141.13,否,坡道平面1,11.49,330,有,,,,,,,,
預售屋,北投區,房地(土地+建物)+車位,華固創?園區,臺北市北投區八仙里北投路一段11號,15.84,,1150506,土地:21建物:1車位:3,D棟D1-10F號,十層,027,廠辦,商業用,見其他登記事項,,168.81,,,,無,,,11008,70,否,坡道平面3,22.56,770,,82.19,3.03,83.59,,,,,
買賣,文山區,房地(土地+建物)+車位,,景後街186號十三樓之2,2.04,,1100427,土地:1建物:1車位:1,,十三層,,大樓(11層含以上有電梯),見其他登記事項,,,30.04,2,2,2,有,,,1915,63.75,是,坡道機械1,0,180,有,,,,預售屋、或土地及建物分件登記案件。,,,,
買賣,中正區,房地(土地+建物),,晉江街86號三樓,6.76,,1150409,土地:1建物:1車位:,,三層,,華廈(10層含以下有電梯),住家用,,,37.79,3,2,2,有,,,3030,80.18,否,,0,0,有,,,,建築物含有：陽臺外推。,,,,
預售屋,北投區,房地(土地+建物)+車位,齊興_緻,臺北市北投區建民里承德路六段,9.64,,1150504,土地:1建物:1車位:2,0棟A01F15號,十五層,020,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.08,3,2,2,有,,,7900,136.97,否,坡道平面2,21.31,672,,31.31,3.2,39.56,,,,,
租賃,中正區,房屋,,廈門街99巷11之5號四樓,0,,1130531,土地:建物:車位:房間個數:1,,四層,004,公寓(無電梯),住家用,,,2.72,6,1,3,有,無,冷氣1台、瓦斯或天然氣、網路、傢俱,1,4044.12,否,,0,0,,,,,,分租雅房,113/06/01至113/11/30,無,一般轉租
買賣,中山區,房地(土地+建物),,長安東路一段65巷20號四樓,6.93,,1150227,土地:1建物:1車位:,,四層,,華廈(10層含以下有電梯),住家用,,,29.91,3,2,2,有,,,2900,96.96,否,,0,0,有,,,,建築物含有：夾層。,,,,
租賃,萬華區,房屋,,民和街87巷1號,0,,1150505,土地:建物:1車位:房間個數:,,見其他登記事項,002,透天厝,,,,10.54,2,1,1,有,無,冷氣2台、熱水器,1,0,-,,0,0,,,,,其他：續租案件。,整棟(戶)出租,115/06/15至116/06/14,無,社會住宅代管
租賃,士林區,房屋,,中山北路七段14巷5弄11之1號七樓,0,,1150505,土地:建物:1車位:房間個數:,,七層,007,華廈(10層含以下有電梯),住家用,,,38.19,2,2,2,有,有,冷氣2台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,6,1518.72,否,,0,0,,,,,租金：含下列其他衍生費用：管理費、其他- 垃圾回收費。其他：續租案件。,整棟(戶)出租,115/05/06至116/05/05,有,無
買賣,北投區,房地(土地+建物)+車位,,文林北路125號十七樓,9.43,,1130520,土地:2建物:1車位:1,,十七層,,大樓(11層含以上有電梯),見其他登記事項,,,56.9,3,2,2,有,,,6158,121.97,否,坡道平面1,8.79,290,有,,,,預售屋、或土地及建物分件登記案件。,,,,
買賣,信義區,房地(土地+建物),,永吉路180巷29號,12.71,,1150325,土地:1建物:1車位:,,"一層,二層,三層",,透天厝,住家用,,,37.93,6,3,4,有,,,2300,0,-,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。建築物含有：頂樓加蓋。,,,,
租賃,萬華區,房屋,,西昌街138號十二樓,0,,1150506,土地:建物:1車位:房間個數:,,十二層,018,住宅大樓(11層含以上有電梯),見其他登記事項,,,27.33,2,1,1,有,有,冷氣3台、電視機、冰箱、傢俱,5,1646.54,否,,0,0,,,,,,整棟(戶)出租,115/06/01至117/05/31,有,無
買賣,信義區,車位,,忠孝東路五段451號等共用部分,0.14,,1150515,土地:3建物:1車位:1,,"一層,屋頂突出物,騎樓,地下一層,地下二層,地下三層,地下四層,地下五層",,,停車空間,,,11.7,,,,無,,,358,0,-,坡道平面1,11.7,358,有,,,,僅車位交易。,,,,
租賃,中山區,房屋,,林森北路119巷38號三樓之2,0,,1150506,土地:建物:1車位:房間個數:,,三層,005,華廈(10層含以下有電梯),住家用,,,13.64,1,1,1,有,無,冷氣1台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路、傢俱,3,2111.44,否,,0,0,,,,,租金：含下列其他衍生費用：網路費。,獨立套房,115/05/05至116/05/04,無,無
租賃,中山區,房屋,,農安街26號八樓之3,0,,1150505,土地:0建物:車位:房間個數:2,,八層,012,住宅大樓(11層含以上有電梯),住家用,,,10.89,6,4,4,有,有,冷氣3台、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,4,3443.53,否,,0,0,,,,,租金：含下列其他衍生費用：網路費、其他-有線電視。,分租套房,115/05/05至116/05/09,有,一般代管
預售屋,北投區,房地(土地+建物)+車位,樺輝詠鑄,臺北市北投區洲美里洲美街,8.98,,1150501,土地:2建物:1車位:1,0棟A1號,二十層,028,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,59.67,3,2,2,有,,,7138,140.75,否,坡道平面1,11.23,320,,27.91,3.12,28.64,毛胚屋。,,,,
租賃,萬華區,房屋,,西寧南路67號二樓,0,,1150503,土地:建物:車位:房間個數:1,,二層,010,華廈(10層含以下有電梯),商業用,,,7.26,8,0,8,有,無,冷氣1台、熱水器、洗衣機、電視機、冰箱、網路、傢俱,3,3553.72,否,,0,0,,,,,租金：含下列其他衍生費用：水費、電費、瓦斯費。飯店式管理，提供24小時現場櫃檯服務、專人客房及垃圾清潔、專人設備修繕、免費零食mini bar，並可接受30日以上之短租(最低租期非一年),分租套房,115/05/03至115/06/02,無,一般轉租
租賃,南港區,房屋,,三重路5號三樓,0,,1150504,土地:建物:車位:房間個數:1,,三層,005,公寓(無電梯),住家用,,,9.09,4,2,2,有,無,冷氣1台、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路、傢俱,1,1573.16,否,,0,0,,,,,租賃標的：租賃建物部分範圍，且未計入共有部分面積。其他：續租案件。,分租雅房,115/05/27至116/05/26,無,一般轉租
租賃,萬華區,房屋,,漢口街二段87號四樓之2,0,,1150507,土地:建物:1車位:房間個數:,,四層,008,華廈(10層含以下有電梯),商業用,,,9.28,1,1,1,有,有,冷氣1台、熱水器、洗衣機、電視機、冰箱、傢俱,2,1724.14,否,,0,0,,,,,租金：含下列其他衍生費用：管理費。,獨立套房,115/05/10至118/05/09,有,社會住宅包租轉租
買賣,中正區,車位,,汀州路三段160巷4之5號等共用部分,0.07,,1150422,土地:1建物:1車位:1,,"一層,雨遮,地下一層,地下二層",,,見其他登記事項,,,9.16,,,,無,,,250,0,-,升降平面1,8.95,250,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。僅車位交易。,,,,
買賣,內湖區,房地(土地+建物)+車位,,文德路210巷30弄81號十二樓,8.73,,1150108,土地:1建物:1車位:1,,十二層,,大樓(11層含以上有電梯),見其他登記事項,,,68.29,3,2,2,有,,,6800,108.64,否,坡道平面1,8,250,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,,,,
租賃,信義區,房屋,,信義路五段2號八樓,0,,1150429,土地:建物:1車位:房間個數:,,八層,018,辦公商業大樓,商業用,,,125,1,1,1,有,有,無,41,3255,否,,0,0,,,,,租金：含稅。本案租賃建物部分範圍。,,115/07/01至120/08/31,有,
買賣,萬華區,房地(土地+建物),,中華路二段416巷5號四樓,6.94,,1150423,土地:1建物:1車位:,,四層,,大樓(11層含以上有電梯),住家用,,,32.72,3,2,2,有,,,2250,68.77,否,,0,0,有,,,,建築物含有：陽台外推。,,,,
預售屋,文山區,房地(土地+建物)+車位,元利四季莊園,臺北市文山區木柵路一段,7,,1150507,土地:2建物:1車位:1,C棟03F-C05號,三層,034,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,50.01,3,2,2,有,,,4556,98.75,否,坡道平面1,6.91,300,,25.64,2.47,21.9,,,,,
買賣,中山區,房地(土地+建物),,林森北路413號十二樓之6,1.9,,1150525,土地:2建物:1車位:,,十二層,,大樓(11層含以上有電梯),住家用,,,19.97,2,1,1,有,,,1300,65.1,否,,0,0,有,,,,,,,,
買賣,北投區,土地,,豐年段三小段0144-0000地號,30.21,,1150522,土地:1建物:0車位:,,,,,,,,0,,,,無,,,360,11.92,-,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,,,,
買賣,信義區,房地(土地+建物),,忠孝東路五段429號二樓,8.26,,1150315,土地:2建物:1車位:,,二層,,華廈(10層含以下有電梯),住家用,,,39.42,5,1,2,有,,,3508,88.99,否,,0,0,有,,,,建築物含有：陽台外推、其他增建。,,,,
買賣,中正區,房地(土地+建物)+車位,,紹興南街22號八樓之1,4.59,,1110612,土地:1建物:1車位:1,,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,屋頂突出物,地下一層,地下二層,地下三層",,華廈(10層含以下有電梯),見其他登記事項,,,32.86,2,1,1,有,,,3369,128.2,否,塔式車位1,8.53,250,有,,,,預售屋、或土地及建物分件登記案件。,,,,
買賣,大同區,房地(土地+建物),,民權西路144巷5弄5號十六樓之1,3.59,,1150416,土地:2建物:1車位:,,十六層,,大樓(11層含以上有電梯),住家用,,,40.18,3,2,2,有,,,2818,70.13,否,,0,0,有,,,,建築物含有：其他增建。,,,,
買賣,北投區,房地(土地+建物)+車位,,文林北路123號二十三樓,11.38,,1130906,土地:2建物:1車位:1,,二十三層,,大樓(11層含以上有電梯),見其他登記事項,,,66.81,3,2,3,有,,,6970,114.96,否,坡道平面1,8.79,300,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。預售屋、或土地及建物分件登記案件。,,,,
買賣,大安區,房地(土地+建物),,建國南路二段39巷5號,9.16,,1150205,土地:1建物:1車位:,,一層,,公寓(5樓含以下無電梯),住家用,,,47.36,,,,無,,,6520,137.67,否,,0,0,無,,,,建築物含有：其他增建。,,,,
買賣,萬華區,房地(土地+建物),,康定路103號十六樓之10,1.06,,1150402,土地:1建物:1車位:,,十六層,,大樓(11層含以上有電梯),住家用,,,15.79,1,1,1,有,,,1100,69.66,否,,0,0,有,,,,,,,,
租賃,中山區,房屋,,龍江路253號六樓,0,,1150501,土地:建物:車位:房間個數:1,,六層,007,華廈(10層含以下有電梯),住家用,,,4.24,4,2,2,有,有,冷氣1台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路、傢俱,1,1933.96,否,,0,0,,,,,租賃標的：租賃建物部分範圍，且未計入共有部分面積。,分租套房,115/05/01至116/04/30,有,一般轉租
預售屋,北投區,房地(土地+建物)+車位,華固創?園區,臺北市北投區八仙里北投路一段11號,13.92,,1150506,土地:21建物:1車位:4,D棟D3-15F號,十五層,027,廠辦,商業用,見其他登記事項,,158.62,,,,無,,,10272,71.2,否,坡道平面4,30.08,1120,,67.61,7.3,83.72,,,,,
租賃,大安區,房屋,,忠孝東路三段251巷7弄3號四樓,0,,1150506,土地:建物:1車位:房間個數:,,四層,005,公寓(無電梯),住家用,,,25.66,2,1,1,有,無,冷氣3台、熱水器、洗衣機、瓦斯或天然氣、傢俱,3,1208.11,否,,0,0,,,,,,整棟(戶)出租,115/05/14至116/05/13,無,社會住宅代管
租賃,士林區,房屋,,延平北路五段225號八樓之2,0,,1150504,土地:建物:車位:房間個數:1,,八層,008,華廈(10層含以下有電梯),住家用,,,8.97,5,0,5,有,無,冷氣1台、洗衣機、電視機、冰箱、有線電視、網路、傢俱,1,1449.28,否,,0,0,,,,,租金：含下列其他衍生費用：水費、網路費、其他-MOD。租賃標的：租賃建物部分範圍，且未計入共有部分面積。承租 H房,分租套房,115/05/04至116/05/09,無,一般代管
租賃,松山區,房屋,,民生東路三段132號四樓,0,,1150504,土地:建物:2車位:房間個數:,,見其他登記事項,020,辦公商業大樓,見其他登記事項,,,808.26,,,,無,有,無,336,4160,否,,0,0,,,,,"租賃標的：含有多個門牌且未個別計算租金-台北市松山區民生東路三段132號4樓
台北市松山區民生東路三段132號5樓、租賃期間有約定不同租金-116年03月16日~118年03月15日:3,362,362元
118年03月16日~120年03月15日:3,429,609元
120年03月16日~122年03月15日:3,515,349元
122年03月16日~123年03月15日:3,620,810元
[租金包含:大樓公共區域水、電(100%綠電)及管理費]。5樓承租範圍(5樓A5戶及5樓A6戶)",,116/03/16至123/03/15,有,
